"","dendroFD","TOP","TED","MVNHdet","TPD_FRich","TPD_FEve","TPD_FDiv","HV_Rich","HV_Reg","HV_Dev","n_sim","range_trait1","CVcomm","CVintrasp"
"1",3.20762012235811,488.899117747065,0.855409336171907,796.169394726173,1027.72517641458,0.514063140763538,0.399272030633373,669.31210983679,0.480204920446255,11.7032863767258,"1",5,0.3,0
"2",3.06305860795683,413.686440723135,0.942154228790198,678.353139128515,1118.18950020208,0.497373848490331,0.383296303539052,597.067436027005,0.559526424779814,8.57144235210486,"1",5,0.3,0
"3",3.2143647043762,407.614402486203,0.930060604108014,497.630809947027,914.014044323118,0.508903009632496,0.399953565783324,443.817016637583,0.510752970306988,8.37277145245014,"1",5,0.3,0
"4",3.26116570769524,417.937963232128,0.879136193564257,516.864157105748,850.761100798391,0.534611163998245,0.434111954137595,508.375691395068,0.417066019418401,7.94805879011891,"1",5,0.3,0
"5",2.9598124884656,347.314910298499,0.925104771970808,334.682257880765,760.29677701089,0.504186867468964,0.40255936980792,389.014525681474,0.485323627492058,7.59391246034722,"1",5,0.3,0
"6",2.96815494153519,419.66717615243,0.848823288503335,551.497631827886,993.485691315724,0.498122957429187,0.388897541392244,509.118038730489,0.425921959249637,11.4136102118458,"1",5,0.3,0
"7",3.03159269686715,448.452888613715,0.849784712511097,437.459080158984,932.215033770404,0.475783957498998,0.372323767494574,441.610581304249,0.418658246223371,9.17136849718807,"1",5,0.3,0
"8",3.28706624799349,388.277605281933,0.927388950986389,592.774084287485,996.909639825609,0.50924316005046,0.411160057150291,515.450414829334,0.534332459344048,9.0267647978675,"1",5,0.3,0
"9",2.91422535771017,390.593217092961,0.961474442664436,593.60121383083,942.306671483751,0.536338230722638,0.425184487091807,513.319268312522,0.465362259147389,9.56082927163314,"1",5,0.3,0
"10",2.97872656065807,407.775987995698,0.935449555682181,524.833876430367,781.381091519133,0.551524849666464,0.458021975124213,475.100901025539,0.576252786279257,9.09990658787828,"1",5,0.3,0
"11",3.328374100455,586.416792629756,0.868725812849486,1914.66284000272,1511.76741284443,0.517661966196687,0.425453713973888,1056.26628647919,0.551794121962726,13.4330398773876,"2",5,0.3,0.1
"12",2.56996507948845,426.454135665264,0.865122954603302,589.466490426429,983.367517201614,0.491875394851758,0.375123442748874,561.443811609387,0.451342426229724,9.48043554053218,"2",5,0.3,0.1
"13",2.4783153282742,427.376491493042,0.85919685785604,531.741508133944,923.684264648227,0.497138120435172,0.431034106843336,526.608738215622,0.536502861677837,8.74437254701682,"2",5,0.3,0.1
"14",2.53375658042803,438.188193947274,0.916061654455271,564.19293649118,961.8065516195,0.505565938114858,0.409062031639119,482.883229172237,0.493316515423524,9.91771614789003,"2",5,0.3,0.1
"15",2.29751160211635,376.673568736906,0.945534549012414,349.25127482511,737.447518460696,0.521679528478707,0.425377343026031,377.741195796215,0.486357464303471,7.84127079476233,"2",5,0.3,0.1
"16",2.50902125307434,425.860642297232,0.904267682946644,613.584295580368,1000.86627187695,0.524835030654094,0.414224541274039,526.587789448801,0.499575633454617,8.44721393962639,"2",5,0.3,0.1
"17",2.56861221220277,418.336733845465,0.89173461734678,548.588445576872,946.807619040639,0.520798421625524,0.404942274192383,472.565963299162,0.513967951057505,7.61695936930599,"2",5,0.3,0.1
"18",2.50366338320723,421.361696438593,0.867936985656822,477.948645665355,1048.36289171001,0.454438902121099,0.352769760760756,451.499981992634,0.482383848568026,8.80916082577175,"2",5,0.3,0.1
"19",2.45079009986852,418.493422419888,0.905672948886489,584.480196753853,967.118673574514,0.491125044437423,0.393376171101562,535.764472290148,0.434261905504068,9.71530211394782,"2",5,0.3,0.1
"20",3.10241210696216,657.665531415114,0.910639972431261,2803.22182052665,1401.46276283738,0.546228823308964,0.584963206946152,1136.41108976882,0.610117325900523,12.3038229520161,"2",5,0.3,0.1
"21",2.51224042023184,448.807128242944,0.886298973860519,736.297235345147,1057.11480344488,0.510021864538786,0.411828010472782,573.994082926052,0.517146000864191,10.6944065284376,"3",5,0.3,0.1
"22",2.3249772264447,397.065910748847,0.966246977472375,490.753133011556,820.312317010769,0.543150998642868,0.427353259035284,440.058028624263,0.441589589968575,8.89051452956202,"3",5,0.3,0.1
