dendroFD	TOP	TED	MVNHdet	TPD_FRich	TPD_FEve	TPD_FDiv	HV_Rich	HV_Reg	HV_Dev	n_sim	range_trait1	CVcomm	CVintrasp
0.843632256	105.5411983	0.93742283	19.28227615	2176.235577	0.494903703	0.458656597	94.09728471	0.612494531	3.782434131	17	28.4	0.3	0.2
1.007028593	139.8873027	0.929087544	48.17508026	2176.235577	0.49026655	0.459414172	147.7841216	0.47675528	4.624507738	17	28.4	0.3	0.2
0.818249609	98.98931657	0.917243038	15.95951105	2176.235577	0.494903703	0.458656597	88.12961813	0.494298785	4.516542938	17	28.4	0.3	0.2
1.236199274	116.0386958	0.955378404	37.72811507	2176.235577	0.49026655	0.459414172	136.4500881	0.604442241	4.765588009	17	28.4	0.3	0.3
0.870598245	115.6812316	0.932160852	33.92695968	2176.235577	0.494903703	0.458656597	145.877118	0.574924347	4.156161357	17	28.4	0.3	0.3
1.033036356	149.967297	0.96919111	61.29285345	2176.235577	0.49026655	0.459414172	171.7186556	0.596943729	4.898708515	17	28.4	0.3	0.4
1.483656847	291.7486501	0.876023002	761.0673136	2176.235577	0.494903703	0.458656597	843.1502246	0.773557087	12.49132417	17	28.4	0.3	0.4
1.631692871	362.2324058	0.968319151	1166.837381	2761.568014	0.507889068	0.393568984	1053.467443	0.74595082	20.54420716	18	32.2	0.3	0
1.455578561	188.6533189	0.949779671	101.9760041	2761.568014	0.507877404	0.391800706	230.7605607	0.603902294	6.782802075	18	32.2	0.3	0.1
1.063773765	161.4566173	0.917821228	67.02785263	2761.568014	0.507889068	0.393568984	209.4866891	0.719611479	8.105069541	18	32.2	0.3	0.1
1.049924108	117.4206717	0.849365389	44.7013722	2761.568014	0.507877404	0.391800706	148.6048946	0.49953901	4.26273074	18	32.2	0.3	0.2
1.205800924	141.3660021	0.873885458	47.09798251	2761.568014	0.507889068	0.393568984	161.3331152	0.557837773	4.981531713	18	32.2	0.3	0.2
1.07237326	121.8913973	0.888757622	33.99313412	2761.568014	0.507877404	0.391800706	120.8409863	0.550294427	4.223931434	18	32.2	0.3	0.2
1.149570373	147.7614474	0.949593923	50.42722844	2761.568014	0.507889068	0.393568984	163.1089145	0.532906474	4.186502524	18	32.2	0.3	0.3
1.04212377	118.6139718	0.835782716	48.90821994	2761.568014	0.507877404	0.391800706	145.7705151	0.387524544	4.67583358	18	32.2	0.3	0.3
1.187231792	190.7677308	0.91822657	90.0468125	2761.568014	0.507889068	0.393568984	217.5774155	0.599112438	6.061403526	18	32.2	0.3	0.4
1.651797711	297.2252886	0.985268882	982.1100191	2761.568014	0.507877404	0.391800706	799.229296	0.666592124	11.98162156	18	32.2	0.3	0.4
1.762479462	394.5152213	0.957573358	869.200113	2624.19686	0.4798367	0.392599532	777.7670976	0.770816475	16.74490532	19	36.1	0.3	0
1.1630181	149.5204829	0.897931022	70.01463531	2624.19686	0.479650949	0.392717572	180.1233346	0.514284095	5.648170236	19	36.1	0.3	0.1
1.179246431	146.5255949	0.899104124	43.45434547	2624.19686	0.4798367	0.392599532	154.551639	0.581945962	4.581265871	19	36.1	0.3	0.1
1.102800782	123.3650168	0.930998291	36.00344413	2624.19686	0.479650949	0.392717572	131.5141236	0.471486349	4.721460223	19	36.1	0.3	0.2
